Invoice_Line,Related_Doc,Code,Charge_Name,Charge_Type,Description,Amount,Mileage,Family,SKUs,TV_Size,TV_Qty,Status,Strategy,Expected,Diff,Contract_Ref,Note
1916,7326444050,1305780,Unknown,Unknown,Unknown,20.42,17.02,refrigerators,"HA-HAUL-AWY, RF90F29AECEAA, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1917,7326444050,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,17.02,refrigerators,"HA-HAUL-AWY, RF90F29AECEAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1918,7326451327,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,36.01,"washers, dryers","DVE52A5500W/A3, WA52DG5500AWUS, HA-INST-DRY0E, HA-INST-WAS00, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1919,7326451327,1305771,Installation Fee,installation,White Glove,30.65,36.01,"washers, dryers","DVE52A5500W/A3, WA52DG5500AWUS, HA-INST-DRY0E, HA-INST-WAS00, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1920,7326451327,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,36.01,"washers, dryers","DVE52A5500W/A3, WA52DG5500AWUS, HA-INST-DRY0E, HA-INST-WAS00, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1921,7326274680,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,5.75,"washers, dryers","DVE55A7300E/A3, WA55A7300AE/US, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1922,7326274680,1305792,Installation Fee,installation,Not Home,87.36,5.75,"washers, dryers","DVE55A7300E/A3, WA55A7300AE/US, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (Not Home / Attempt),NotHome_Universal,87.36,-0.0,Universal Attempt Fee (Base $77.0),Calc: $77.0 * 1.13455 (GRI) = $87.36
1923,7326274680,1305771,Installation Fee,installation,White Glove,30.65,5.75,"washers, dryers","DVE55A7300E/A3, WA55A7300AE/US, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1924,7326274680,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,5.75,"washers, dryers","DVE55A7300E/A3, WA55A7300AE/US, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1925,7326440057,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,25.93,26.88,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, QN85QN90FAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (FSA),FSA_12thAmd_Table,25.93,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($112.2 + $96.9) = $25.93
1926,7326440057,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,112.2,26.88,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, QN85QN90FAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (Wall Mount),Wall_Mount_12thAmd,112.2,0.0,12th Amd (Pg 3): Wall Mount Delivery @ $110.0,SKU: L-INST/EQ55 | Calc: $110.0 * 1.02 (GRI) = $112.2
1927,7326440057,1305900,Installation Fee,installation,Standard Tv Delivery Plus Wall Mount- Unconcealed,96.9,26.88,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, QN85QN90FAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (Wall Mount Install),WM_Install_12thAmd,96.9,0.0,12th Amd (Pg 3): Wall Mount Install @ $95.0,Code 1305900 | Calc: $95.0 * 1.02 (GRI) = $96.9
1928,7326188320,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,170.18,monitors,"LS57CG952NNXZA, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (FSA),FSA_12thAmd_Table,19.82,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($159.81) = $19.82
1929,7326188320,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,159.81,170.18,monitors,"LS57CG952NNXZA, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (TV Threshold),TV_Threshold_12thAmd,159.81,-0.0,12th Amd (Pg 3): TV Threshold 150-175 Miles @ $156.68,Standard TV | Calc: 1 Unit: $156.68 * 1.02 (GRI) = $159.81
1930,7326279070,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,23.82,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1931,7326279070,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,23.82,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Standard TV | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1932,7326279085,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,7.0,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1933,7326279085,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,7.0,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Standard TV | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1934,7326254883,1002783,Truck Freight Charge,freight,Limited Access (Metro Area),70.38,43.3,tvs,QN65S95FAFXZA,65-inch,1,MATCH (Metro Area (Tier 2)),LimitedAccess_12thAmd,70.38,0.0,12th Amd (Pg 5): Limited Access (Metro Area) @ $60.0 + 15%,Context: Metro | Calc: ($60.0 * 1.02 (GRI)) * 1.15 (Surcharge) = $70.38
1935,7326254883,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,43.3,tvs,QN65S95FAFXZA,65-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1936,7326254883,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,43.3,tvs,QN65S95FAFXZA,65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 65-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1937,8676075507,1002783,Truck Freight Charge,freight,Limited Access (Metro Area),70.38,40.77,,,,,SKIPPED,,0.0,0.0,,
1938,8676075507,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,40.77,,,,,SKIPPED,,0.0,0.0,,
1939,8676075507,1009900,Unknown,Unknown,Unknown,100.0,40.77,,,,,SKIPPED,,0.0,0.0,,
1940,7326288025,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,13.66,69.26,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (FSA),FSA_12thAmd_Table,13.66,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($110.18) = $13.66
1941,7326288025,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,69.26,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Standard TV | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
1942,7326327374,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,13.66,74.88,tvs,"QN65Q7FAAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,13.66,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($110.18) = $13.66
1943,7326327374,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,74.88,tvs,"QN65Q7FAAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 65-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
1944,7326292662,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,5.43,tvs,"QN65Q7FAAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1945,7326292662,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,5.43,tvs,"QN65Q7FAAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 65-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1946,7326294220,1002785,Truck Freight Charge,freight,Limited Access (Remote Area),52.79,92.7,tvs,"QN77S90FAFXZA, DM_CE_STANDARD_LARGE",77-inch,1,MATCH (Remote Area (Tier 2)),LimitedAccess_12thAmd,52.78,0.01,12th Amd (Pg 5): Limited Access (Remote Area) @ $45.0 + 15%,Context: Remote | Calc: ($45.0 * 1.02 (GRI)) * 1.15 (Surcharge) = $52.78
1947,7326294220,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,92.7,tvs,"QN77S90FAFXZA, DM_CE_STANDARD_LARGE",77-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
1948,7326294220,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,92.7,tvs,"QN77S90FAFXZA, DM_CE_STANDARD_LARGE",77-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 77-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1949,7326298523,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,25.93,24.87,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,25.93,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($112.2 + $96.9) = $25.93
1950,7326298523,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,112.2,24.87,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (Wall Mount),Wall_Mount_12thAmd,112.2,0.0,12th Amd (Pg 3): Wall Mount Delivery @ $110.0,SKU: L-INST/EQ55 | Calc: $110.0 * 1.02 (GRI) = $112.2
1951,7326298523,1305900,Installation Fee,installation,Standard Tv Delivery Plus Wall Mount- Unconcealed,96.9,24.87,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (Wall Mount Install),WM_Install_12thAmd,96.9,0.0,12th Amd (Pg 3): Wall Mount Install @ $95.0,Code 1305900 | Calc: $95.0 * 1.02 (GRI) = $96.9
1952,7326298658,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,17.46,67.26,tvs,"QN100QN80FFXZA, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",100-inch,2,MATCH (FSA),FSA_12thAmd_Table,17.46,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($140.78) = $17.46
1953,7326298658,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,140.78,67.26,tvs,"QN100QN80FFXZA, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",100-inch,2,MATCH (TV Threshold),TV_Threshold_12thAmd,140.78,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 100-inch | Qty: 2 | Calc: 1 Unit: $108.02 + 1 * Acc $30 * 1.02 (GRI) = $140.78
1954,7326298658,1305805,Installation Fee,installation,Additional Labor Daily (3-Man Truck),157.0,67.26,tvs,"QN100QN80FFXZA, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",100-inch,2,MATCH (Accessorial),14thAmd_3rdMan,157.0,0.0,14th Amd (Sec e): 3rd Man @ $157.0,Size: 100-inch | Calc: Flat Rate $157.0
1955,7326721605,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,29.63,"refrigerators, washers, dryers","HA-HAUL-AWY, DV90F53AESA3, HA-INST-DRY0E, HA-INST-WAS00, WF90F53ADSA5, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1956,7326721605,1305771,Installation Fee,installation,White Glove,30.65,29.63,"refrigerators, washers, dryers","HA-HAUL-AWY, DV90F53AESA3, HA-INST-DRY0E, HA-INST-WAS00, WF90F53ADSA5, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1957,7326721605,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,29.63,"refrigerators, washers, dryers","HA-HAUL-AWY, DV90F53AESA3, HA-INST-DRY0E, HA-INST-WAS00, WF90F53ADSA5, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1958,7326299044,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,21.84,tvs,"QN85QN1EFAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1959,7326299044,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,21.84,tvs,"QN85QN1EFAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 85-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1960,7326299042,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,11.57,tvs,"QN75QN70FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
1961,7326299042,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,11.57,tvs,"QN75QN70FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 75-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
1962,7326297676,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,13.66,64.07,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,13.66,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($110.18) = $13.66
1963,7326297676,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,64.07,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 75-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
1964,7326297679,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,18.57,home-appliances-accessories,"DM_HA_STANDARD, NX-AB5900RS/AA",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1965,7326297679,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,18.57,home-appliances-accessories,"DM_HA_STANDARD, NX-AB5900RS/AA",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1966,7326547914,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,82.47,tvs,"QN85QN1EFAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
1967,7326547914,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,82.47,tvs,"QN85QN1EFAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 85-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1968,7326441442,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,16.71,ranges,"NX60A6111SS/AA, HA-INST-RNG0G, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1969,7326441442,1305774,Installation Fee,installation,Complex Install (Costco - $35),39.71,16.71,ranges,"NX60A6111SS/AA, HA-INST-RNG0G, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1970,7326441442,1305771,Installation Fee,installation,White Glove,17.03,16.71,ranges,"NX60A6111SS/AA, HA-INST-RNG0G, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1971,7326441442,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,16.71,ranges,"NX60A6111SS/AA, HA-INST-RNG0G, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1972,7326448610,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,22.75,,DM_HA_STANDARD,,,SKIPPED,,0.0,0.0,,
1973,7326448610,1305771,Installation Fee,installation,White Glove,17.03,22.75,,DM_HA_STANDARD,,,SKIPPED,,0.0,0.0,,
1974,7326448610,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,22.75,,DM_HA_STANDARD,,,SKIPPED,,0.0,0.0,,
1975,7326300683,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,75.72,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
1976,7326300683,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,75.72,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 65-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1977,7326615080,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,25.93,14.92,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,25.93,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($112.2 + $96.9) = $25.93
1978,7326615080,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,112.2,14.92,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (Wall Mount),Wall_Mount_12thAmd,112.2,0.0,12th Amd (Pg 3): Wall Mount Delivery @ $110.0,SKU: L-INST/EQ55 | Calc: $110.0 * 1.02 (GRI) = $112.2
1979,7326615080,1305900,Installation Fee,installation,Standard Tv Delivery Plus Wall Mount- Unconcealed,96.9,14.92,"television-home-theater-accessories, tvs","L-INST/A1-EQ55, DM_CE_STANDARD_LARGE, QN75LS03FWFXZA",75-inch,1,MATCH (Wall Mount Install),WM_Install_12thAmd,96.9,0.0,12th Amd (Pg 3): Wall Mount Install @ $95.0,Code 1305900 | Calc: $95.0 * 1.02 (GRI) = $96.9
1980,7326312271,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,82.68,tvs,"QN55Q7FAAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
1981,7326312271,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,82.68,tvs,"QN55Q7FAAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 55-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1982,7326327373,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,31.74,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1983,7326327373,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,31.74,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 65-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1984,7326330022,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,34.86,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1985,7326330022,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,34.86,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 65-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1986,7326361198,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,43.29,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1987,7326361198,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,43.29,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 75-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1988,7326482530,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,52.67,washers,"WH46DBH100EWA3, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1989,7326482530,1305771,Installation Fee,installation,White Glove,17.03,52.67,washers,"WH46DBH100EWA3, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1990,7326482530,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,52.67,washers,"WH46DBH100EWA3, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1991,7326353212,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,13.66,67.16,tvs,"QN75QN70FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,13.66,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($110.18) = $13.66
1992,7326353212,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,67.16,tvs,"QN75QN70FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 75-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
1993,7326361199,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,18.12,tvs,"DM_CE_STANDARD_LARGE, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
